Verifikationsnr;Datum;Konto;Kontonamn;Debet;Kredit;Text
1266;2025-03-25;7519;Arbetsgivaravgifter semesterlön;1528,27;0,0;AG-avg semester Erik Lindberg
1266;2025-03-25;2940;Upplupna arbetsgivaravgifter;0,0;1528,27;AG-avg semester Erik Lindberg
1267;2025-03-25;7010;Löner;52000,0;0,0;Lön Maria Johansson
1267;2025-03-25;7510;Arbetsgivaravgifter;16338,4;0,0;Arbetsgivaravgift Maria Johansson
1267;2025-03-25;1930;Företagskonto;0,0;68338,4;Lön + AG-avg Maria Johansson
1268;2025-03-25;7410;Pensionskostnader;2340,0;0,0;Pension Maria Johansson
1268;2025-03-25;1930;Företagskonto;0,0;2340,0;Pension Maria Johansson
1269;2025-03-25;7530;Särskild löneskatt pensionskostnader;567,68;0,0;SLP pension Maria Johansson
1269;2025-03-25;2960;Övriga upplupna kostnader;0,0;567,68;SLP pension Maria Johansson
1270;2025-03-25;7090;Förändring semesterlöneskuld;6656,0;0,0;Semesterlöneskuld Maria Johansson
1270;2025-03-25;2920;Upplupna semesterlöner;0,0;6656,0;Semesterlöneskuld Maria Johansson
1271;2025-03-25;7519;Arbetsgivaravgifter semesterlön;16338,4;0,0;AG-avg semester Maria Johansson
1271;2025-03-25;2940;Upplupna arbetsgivaravgifter;0,0;16338,4;AG-avg semester Maria Johansson
1272;2025-03-25;7010;Löner;41000,0;0,0;Lön Karl Nilsson
1272;2025-03-25;7510;Arbetsgivaravgifter;12882,2;0,0;Arbetsgivaravgift Karl Nilsson
1272;2025-03-25;1930;Företagskonto;0,0;53882,2;Lön + AG-avg Karl Nilsson
1273;2025-03-25;7410;Pensionskostnader;1845,0;0,0;Pension Karl Nilsson
1273;2025-03-25;1930;Företagskonto;0,0;1845,0;Pension Karl Nilsson
1274;2025-03-25;7530;Särskild löneskatt pensionskostnader;447,6;0,0;SLP pension Karl Nilsson
1274;2025-03-25;2960;Övriga upplupna kostnader;0,0;447,6;SLP pension Karl Nilsson
1275;2025-03-25;7090;Förändring semesterlöneskuld;4920,0;0,0;Semesterlöneskuld Karl Nilsson
1275;2025-03-25;2920;Upplupna semesterlöner;0,0;4920,0;Semesterlöneskuld Karl Nilsson
1276;2025-03-25;7519;Arbetsgivaravgifter semesterlön;1648,92;0,0;AG-avg semester Karl Nilsson
1276;2025-03-25;2940;Upplupna arbetsgivaravgifter;0,0;1648,92;AG-avg semester Karl Nilsson
1277;2025-03-25;7010;Löner;35000,0;0,0;Lön Sara Eriksson
1277;2025-03-25;7510;Arbetsgivaravgifter;10997,0;0,0;Arbetsgivaravgift Sara Eriksson
1277;2025-03-25;1930;Företagskonto;0,0;45997,0;Lön + AG-avg Sara Eriksson
1278;2025-03-25;7410;Pensionskostnader;1575,0;0,0;Pension Sara Eriksson
1278;2025-03-25;1930;Företagskonto;0,0;1575,0;Pension Sara Eriksson
1279;2025-03-25;7530;Särskild löneskatt pensionskostnader;382,1;0,0;SLP pension Sara Eriksson
1279;2025-03-25;2960;Övriga upplupna kostnader;0,0;382,1;SLP pension Sara Eriksson
1280;2025-03-25;7090;Förändring semesterlöneskuld;4480,0;0,0;Semesterlöneskuld Sara Eriksson
1280;2025-03-25;2920;Upplupna semesterlöner;0,0;4480,0;Semesterlöneskuld Sara Eriksson
1281;2025-03-25;7519;Arbetsgivaravgifter semesterlön;1407,62;0,0;AG-avg semester Sara Eriksson
1281;2025-03-25;2940;Upplupna arbetsgivaravgifter;0,0;1407,62;AG-avg semester Sara Eriksson
1114;2025-03-26;1510;Kundfordringar;136705,46;0,0;Faktura F-1114
1114;2025-03-26;3010;Försäljning varor 25%;0,0;109364,37;Faktura F-1114
1114;2025-03-26;2610;Utgående moms 25%;0,0;27341,09;Faktura F-1114
1113;2025-03-27;5010;Lokalhyra;33694,66;0,0;Lokalhyra
1113;2025-03-27;1930;Företagskonto;0,0;33694,66;Lokalhyra
1153;2025-03-27;7010;Löner;46725,44;0,0;Lön
1153;2025-03-27;7510;Arbetsgivaravgifter;14681,13;0,0;Arbetsgivaravgifter
1153;2025-03-27;1930;Företagskonto;0,0;61406,57;Lön + arbetsgivaravgifter
1122;2025-03-28;2440;Leverantörsskulder;0,0;32559,41;Leverantörsfaktura LF-1122
1122;2025-03-28;5410;Förbrukningsinventarier;26047,53;0,0;Leverantörsfaktura LF-1122
1122;2025-03-28;2640;Ingående moms;6511,88;0,0;Leverantörsfaktura LF-1122
1172;2025-03-29;6110;Kontorsmaterial;8152,52;0,0;Kontorsmaterial
1172;2025-03-29;1930;Företagskonto;0,0;8152,52;Kontorsmaterial
1092;2025-03-30;2440;Leverantörsskulder;0,0;34667,399999999994;Leverantörsfaktura LF-1092
1092;2025-03-30;6110;Kontorsmaterial;27733,92;0,0;Leverantörsfaktura LF-1092
1092;2025-03-30;2640;Ingående moms;6933,48;0,0;Leverantörsfaktura LF-1092
1190;2025-03-30;2440;Leverantörsskulder;0,0;20005,13;Leverantörsfaktura LF-1190
1190;2025-03-30;6110;Kontorsmaterial;16004,1;0,0;Leverantörsfaktura LF-1190
1190;2025-03-30;2640;Ingående moms;4001,03;0,0;Leverantörsfaktura LF-1190
1283;2025-03-30;2640;Ingående moms;3962,0;0,0;Leverantörsfaktura LF-1190
1004;2025-03-31;6110;Kontorsmaterial;4485,44;0,0;Kontorsmaterial
1004;2025-03-31;1930;Företagskonto;0,0;4485,44;Kontorsmaterial
1116;2025-03-31;5010;Lokalhyra;31632,37;0,0;Lokalhyra
1116;2025-03-31;1930;Företagskonto;0,0;31632,37;Lokalhyra
1131;2025-03-31;6110;Kontorsmaterial;4913,22;0,0;Kontorsmaterial
1131;2025-03-31;1930;Företagskonto;0,0;4913,22;Kontorsmaterial
1165;2025-03-31;5010;Lokalhyra;38006,94;0,0;Lokalhyra
1165;2025-03-31;1930;Företagskonto;0,0;38006,94;Lokalhyra
1185;2025-03-31;5010;Lokalhyra;31673,73;0,0;Lokalhyra
1185;2025-03-31;1930;Företagskonto;0,0;31673,73;Lokalhyra
